,AcX,AcY,AcZ,Tmp,GyX,GyY,GyZ,time_mark,status
374,-3176.0,-11628.0,-11364.0,27.35,-1617.0,-7251.0,10648.0,74.8,0
375,-16912.0,-20024.0,-3044.0,27.4,-5408.0,19626.0,16577.0,75.0,0
376,14440.0,-1264.0,9096.0,27.4,32767.0,32767.0,-6114.0,75.2,0
377,-3736.0,-32768.0,6124.0,27.45,32767.0,-12979.0,376.0,75.4,0
378,14200.0,-12180.0,5488.0,27.31,1142.0,-15134.0,14511.0,75.60000000000001,0
379,10932.0,-7560.0,3572.0,27.31,-6263.0,-3918.0,10761.0,75.8,0
380,7652.0,-11288.0,4284.0,27.4,-4940.0,-5763.0,1477.0,76.0,0
381,544.0,-28004.0,-1056.0,27.31,-5818.0,98.0,-8321.0,76.2,0
382,15068.0,-22100.0,-1780.0,27.49,-32768.0,17766.0,-21858.0,76.4,0
383,5084.0,3492.0,6196.0,27.31,-26202.0,-14690.0,-18566.0,76.60000000000001,0
384,12624.0,9496.0,4048.0,27.4,32767.0,7002.0,28387.0,76.80000000000001,0
385,10952.0,-22676.0,-1744.0,27.31,25988.0,11013.0,-13204.0,77.0,0
386,13496.0,-13024.0,7268.0,27.45,-24635.0,16250.0,-8447.0,77.2,0
387,9516.0,-8312.0,1516.0,27.35,4835.0,-6163.0,-416.0,77.4,0
388,13008.0,-13800.0,-1764.0,27.31,-2248.0,5313.0,-9616.0,77.60000000000001,0
389,27480.0,-12500.0,-12100.0,27.4,-32768.0,-23360.0,22512.0,77.80000000000001,0
390,-2408.0,3200.0,-2460.0,27.31,253.0,-22354.0,-6560.0,78.0,0
391,-2180.0,-12912.0,-2744.0,27.35,2354.0,-6045.0,-10565.0,78.2,0
392,23816.0,-2952.0,6516.0,27.4,-18876.0,-27126.0,8319.0,78.4,0
393,-2944.0,-17360.0,-5088.0,27.35,-8467.0,2721.0,-898.0,78.60000000000001,0
394,5340.0,-8304.0,-9928.0,27.35,-3421.0,10372.0,3776.0,78.80000000000001,0
395,9756.0,-27440.0,-8484.0,27.35,-3204.0,32767.0,-5634.0,79.0,0
396,11968.0,-27644.0,-9224.0,27.45,539.0,-6325.0,-14772.0,79.2,0
397,19372.0,-9968.0,-2744.0,27.45,-32768.0,-465.0,-8105.0,79.4,0
398,14364.0,8768.0,-1940.0,27.35,-11569.0,-11471.0,721.0,79.60000000000001,0
399,11288.0,12824.0,4756.0,27.31,19096.0,5056.0,5746.0,79.80000000000001,0
400,22736.0,1164.0,7548.0,27.35,32767.0,30665.0,-743.0,80.0,0
401,20268.0,-13100.0,304.0,27.4,-688.0,-5671.0,-3625.0,80.2,0
402,17088.0,-6988.0,1940.0,27.35,9066.0,-2313.0,8247.0,80.4,0
403,19656.0,-1716.0,4076.0,27.35,-28799.0,-16952.0,15980.0,80.60000000000001,0
404,11016.0,-536.0,2784.0,27.45,17330.0,-4605.0,-7878.0,80.80000000000001,0
405,18124.0,-9136.0,1592.0,27.35,18489.0,4929.0,-14862.0,81.0,0
406,17676.0,-9948.0,-260.0,27.35,5014.0,-674.0,7509.0,81.2,0
407,18500.0,-3696.0,-380.0,27.49,928.0,8017.0,8255.0,81.4,0
408,21668.0,2264.0,1968.0,27.35,-29826.0,-14722.0,8266.0,81.60000000000001,0
409,17928.0,604.0,2960.0,27.31,16364.0,-6233.0,-11773.0,81.80000000000001,0
410,18488.0,-13896.0,3636.0,27.4,32767.0,-10328.0,-10436.0,82.0,0
411,16012.0,-4156.0,3688.0,27.35,-2098.0,3279.0,2555.0,82.2,0
412,21932.0,-8932.0,1832.0,27.45,17438.0,18671.0,-6456.0,82.4,0
413,15820.0,-8972.0,-3224.0,27.49,-5874.0,3850.0,1485.0,82.60000000000001,0
414,17728.0,-8104.0,-1980.0,27.49,10065.0,-10364.0,8523.0,82.80000000000001,0
415,20496.0,-1700.0,1808.0,27.31,-13575.0,-18286.0,6442.0,83.0,0
416,11896.0,-4496.0,1872.0,27.49,11998.0,-5800.0,-2660.0,83.2,0
417,17320.0,-6928.0,-244.0,27.35,-243.0,13511.0,-11528.0,83.4,0
418,22000.0,13636.0,80.0,27.4,-32768.0,-32195.0,-11468.0,83.60000000000001,0
419,19380.0,7640.0,1528.0,27.4,-6188.0,-15105.0,-84.0,83.80000000000001,0
420,12200.0,-1344.0,-3128.0,27.4,13961.0,-19661.0,1657.0,84.0,0
421,18592.0,5508.0,-7308.0,27.4,-4293.0,-176.0,-648.0,84.2,0
422,15748.0,4432.0,-8612.0,27.35,3800.0,-14223.0,16501.0,84.4,0
